RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1884182845,34757157812190044224384095549,15564245577730489174072966461,1867409011,8678483994702985277,3623486969687260477,1868853053,1870085437,1884372285,1883323709,1884372285,1884372285,8092531382041668911,0
1882798141,34757157830636834812623012157,861484592,1869886324,3473737896946584693,3473525673970054005,1882813245,1870085437,1884372285,1886862653,1883323709,1883323709,8020478224688174397,0
1882797117,34757157830643013793041831229,15563075371766542066523593021,1869904496,3473737896946584693,3623486969687260477,1868837949,1917926717,1884372285,1886862653,1883323709,1883323709,8092522620327652665,0
1882796093,34757157830702968237960160061,14963409445526138077496111933,1866037876,8678483994702985277,3473525673970054005,1886662717,1917926717,1884372285,1886862653,1883323709,1884372285,8092540178133308203,0
1882814269,34757157812256232664007668541,14990006938572037663383368273,1867396978,8678483994702985277,3473525673970054005,1886675773,1867595069,1884372285,1883323709,1883323709,1884372285,8092466510871020340,1
1882813245,34757157793671260204658677053,3623501521065297004,1866034793,3473737896946584693,3623486969687260477,1868852029,1885814077,1884372285,1886862653,1884372285,1883323709,8242843417652051261,0
1882812221,34757157812118004274055042365,2051633457,1919186548,3473737896946584693,3473525673970054005,1886675773,1866546493,1884372285,1883323709,1883323709,1883323709,8092518226556830521,0
1882811197,34757157793677481232889761085,15562758050879530396376579389,1867410035,3473737896946584693,3623486969687260477,1882812221,1885814077,1884372285,1886862653,1884372285,1883323709,8092462164347340666,0
1882810173,34757157793677472728820961597,8811648317568080189,1869902452,14990006938789327562078240061,3623486969687260477,1886677821,1886862653,8092540221103620907,1883323709,1883323709,1883323709,8092522620294092598,0
1882809149,34757157793681943059617366333,15537649246572747828918041917,1867410033,3473737896946584693,3623486969687260477,1868854077,1916878141,1884372285,1886862653,1884372285,1884372285,8103214288541403453,0
1882806589,34757157793671288796287026493,66842897765840319970411741248211729725,1867410038,14990006938789327562078240061,3473525673970054005,1868855101,1885814077,8092535810137610105,1883323709,1883323709,1883323709,8092457749104192824,0
1886664765,34757157812184170671923218749,15583588409214816208929042493,1868838769,3473737896946584693,3623486969687260477,1882806589,1884372285,8020456238782765373,1886862653,1883323709,1883323709,8020482635655629117,0
1886663741,34757157830719583739852972861,15254639077720538491817901373,1867407985,8678483994702985277,3473525673970054005,1886673213,1885814077,1884372285,1885814077,1883323709,1884372285,8092535814450406777,1
1886662717,34757157793681975989129134397,287935154716481139428641961422749546748870868285,1867414127,3473737896946584693,3623486969687260477,1886677821,1869036861,8242839041061830973,1883323709,1884372285,1883323709,8092531424992774966,0
1886680893,34757157793737393621488323901,37272647864034693448897016393,1867412079,14990006938789327562078240061,3623486969687260477,1868837949,1916878141,8092466545197204277,1886862653,1884372285,1884372285,8242774148434520893,0
1886679869,34757157812184175048492478269,15562758124517870053591432509,1867395954,8678483994702985277,3473525673970054005,1868836925,1870085437,1884372285,1886862653,1883323709,1883323709,8103231880724628797,0
1886678845,34757157793677448535252026685,15299330115324931569244915005,1869886320,8678483994702985277,3473525673970054005,1882806589,1916878141,1884372285,1886862653,1883323709,1883323709,8092535805843688244,0
1886677821,34757157793809468807663406397,15582162217637266939991830589,1868851829,3473737896946584693,3473525673970054005,1868853053,1884372285,8092540229657519407,1883323709,1883323709,1884372285,8086611611420937533,1
1886676797,34757157793826099990478942013,8606157295097100140,1868849778,8678483994702985277,3623486969687260477,1886663741,1885814077,8092535827316041015,1883323709,1884372285,1883323709,8092466562380948793,0
1886675773,34757157793671284338110985021,15582163361398145627843935549,1919168374,8678483994702985277,3623486969687260477,1886680893,1869036861,8031165486319364925,1883323709,1884372285,1883323709,8236633427516213565,0
1886673213,34757157793665364584651968829,15254463040009196238304606530,1919185522,3473737896946584693,3623486969687260477,1886677821,1869036861,1884372285,1883323709,1883323709,1883323709,8026592570194152765,0
1868838973,34757157830719559589248003901,15299212185144822853726059837,1867409008,14990006938789327562078240061,3623486969687260477,1868837949,1870085437,8031096191317010237,1886862653,1884372285,1883323709,8092522585934356783,0
1868837949,34757157812112117475912599869,3700403606234543165,1868851824,8678483994702985277,3623486969687260477,1868838973,1867595069,1884372285,1883323709,1883323709,1884372285,8031096199903073597,0
1868836925,34757157793677481232840486717,3562152925353505397,1868852853,3473737896946584693,3473525673970054005,1867396157,1917926717,8092462138577538869,1883323709,1884372285,1884372285,8092518217950128440,1
1868855101,34757157812272831187876532541,15610222574840807779966467389,1867412084,3473737896946584693,3473525673970054005,1866019901,1886862653,8092466549512815481,1883323709,1883323709,1883323709,8236650998227421501,0
1868854077,34757157793737406815626809661,3627990848499560309,1919187574,3473737896946584693,3473525673970054005,1868847421,1886862653,8092540208184125743,1883323709,1884372285,1884372285,8092513841379894571,1
1868853053,34757157812272819904998886717,15228088697487824781886700861,1866034802,8678483994702985277,3473525673970054005,1866019901,1866546493,8092531429301701430,1883323709,1883323709,1883323709,8092531382026324858,0
1868852029,34757157793737411505681822525,8600293311903386941,1869900404,14990006938789327562078240061,3473525673970054005,1886662717,1867595069,8092457710470123318,1886862653,1883323709,1883323709,8092462155757404984,0
1868851005,34757157812128695916583930173,3623487231613102700,1919169385,14990006938789327562078240061,3473525673970054005,1882810173,1916878141,8092466536611141419,1883323709,1883323709,1883323709,8092466506562094970,1
1868849981,34757157793749492600146838845,15608834217397754185711172925,1866037875,14990006938789327562078240061,3473525673970054005,1886673213,1916878141,8092540216808658740,1883323709,1883323709,1883323709,8092466549510328117,1
1868847421,34757157793743337577019564861,2051629361,1867412082,14990006938789327562078240061,3623486969687260477,1886675773,1886862653,8092457736222107958,1883323709,1884372285,1883323709,8236572902839905085,0
1867397181,34757157793749492939449255229,3545864751578246763,1869900404,14990006938789327562078240061,3473525673970054005,1886676797,1886862653,8092457736238884217,1886862653,1883323709,1884372285,8092513841380944249,0
1867396157,34757157812112113039212759357,65710574888303413724140636814196555069,1866031722,14990006938789327562078240061,3623486969687260477,1868854077,1884174397,8092466553789965620,1886862653,1883323709,1884372285,8092513789841331065,0
1867395133,34757157793743346377440052541,36937756411556143006289787216,1867409013,14990006938789327562078240061,3623486969687260477,1886677821,1866546493,8092535823023559479,1886862653,1884372285,1884372285,8242834673081472317,0
1867413309,34757157812272806663612220733,15613774476455170973638278461,1869899370,3473737896946584693,3473525673970054005,1886680893,1866546493,1884372285,1886862653,1884372285,1884372285,8092466553820701050,0
1867412285,34757157793681951842873339709,37246052658215631055754638397,1866035829,14990006938789327562078240061,3623486969687260477,1868837949,1917926717,8092462160052380982,1883323709,1884372285,1884372285,8092527035520472887,1
1867411261,34757157830636830079568005437,2051621680,1866018673,14990006938789327562078240061,3623486969687260477,1868836925,1883323709,8236633427532992829,1883323709,1883323709,1884372285,8026592604553893181,1
1867410237,34757157793743304888004267325,37246274775537518914995178326,1866020713,3473737896946584693,3623486969687260477,1868855101,1883323709,8092462160036971318,1883323709,1883323709,1883323709,8092466532332946231,0
1867409213,34757157812124183529402090813,8600319713103396157,1866035828,3473737896946584693,3623486969687260477,1868853053,1866546493,8092462151483090223,1883323709,1883323709,1884372285,8242830253562616125,0
1867408189,34757157812200773310420045117,14943868218718253686170743613,1869886325,14990006938789327562078240061,3623486969687260477,1884182845,1884372285,8031169837138012989,1883323709,1884372285,1884372285,8026666280422885693,0
1867405629,34757157812117995761429862717,8602835683434772541,1867396977,8678483994702985277,3473525673970054005,1866033981,1867595069,1884372285,1883323709,1883323709,1884372285,8092527035518369085,1
1866020925,34757157627661263988417449277,36892114887278931885731112291,1866020726,3473737896946584693,3623486969687260477,1867396157,1867595069,8026592613181247805,1883323709,1883323709,1883323709,8026661878101004605,0
1866019901,34757157812184133292856396093,3700394500858205237,1869903472,14990006938789327562078240061,3623486969687260477,1886678845,1866546493,8092540221103625016,1883323709,1884372285,1884372285,8242843464882022205,0
1866018877,34757157793749501413415875389,3562152925353504573,1866032755,14990006938789327562078240061,3473525673970054005,1882810173,1916878141,8092531407796129658,1886862653,1884372285,1884372285,8092462155761281327,0
1866037053,34757157793681951851429714237,15847134330190080836892704061,1867412085,8678483994702985277,3623486969687260477,1886680893,1883323709,8020469424336229693,1886862653,1884372285,1884372285,8092522585950087546,0
1866036029,34757157793737389219113299773,37246255720046179430093110589,1866032758,8678483994702985277,3623486969687260477,1867410237,1917926717,8031156681619626301,1883323709,1883323709,1883323709,8236628999421717309,0
1866035005,34757157830702948128920849725,15846855618412116761927695677,1866018671,14990006938789327562078240061,3623486969687260477,1882811197,1867595069,8092457710449485113,1883323709,1883323709,1883323709,8236577300887455037,0
1866033981,34757157793826095592482756925,15891585836901204753783012669,1869902449,14990006938789327562078240061,3473525673970054005,1886677821,1870085437,8092526979719449398,1886862653,1883323709,1883323709,8086611650091051837,0
1866032957,34757157812256228278826847549,15229075560976095112031586134,1867409009,14990006938789327562078240061,3473525673970054005,1886679869,1883323709,8092457744827370292,1883323709,1883323709,1884372285,8092466545217850166,0
1866031933,34757157812200740273532649789,15299435446026426897958124861,1869904501,14990006938789327562078240061,3623486969687260477,1868855101,1884174397,8092462134265802039,1886862653,1883323709,1883323709,8092513832805294388,0
1866029373,34757157812124225276499614013,14989845307985425510874299709,1866034801,14990006938789327562078240061,3473525673970054005,1886678845,1866546493,8092531416402841387,1886862653,1884372285,1883323709,8092466532330459961,0
1869887549,34757157793737406828462436157,8672069688646119275,1866033781,3473737896946584693,3473525673970054005,1882797117,1917926717,8236633397454260541,1883323709,1883323709,1884372285,8092518213657643325,0
1869886525,34757157793681947457711719741,68368335574117419603639169156692524349,1869904490,14990006938789327562078240061,3623486969687260477,1867408189,1886862653,8092540199610963755,1867595069,1883323709,1884372285,8086607234867480893,1
1869885501,34757157812117991067030608189,3623560765810626877,1919170415,3473737896946584693,3623486969687260477,1882806589,1870085437,1884372285,1883323709,1883323709,1884372285,8103236222953343293,0
1869903677,34757157627644648112878219069,37246051532875544973640416573,1866035827,8678483994702985277,3473525673970054005,1886676797,1884372285,8092527005469984568,1883323709,1884372285,1883323709,8026670661293394237,0
1869902653,34757157793749534433125810493,15227885580399516191353290045,1866018678,14990006938789327562078240061,3473525673970054005,1882812221,1866546493,8092531420697816375,1886862653,1883323709,1883323709,8020460645387035453,0
1869901629,34757157793749497337510055229,36963162891250934372502682941,1867396969,3473737896946584693,3623486969687260477,1886677821,1916878141,1884372285,1886862653,1884372285,1883323709,8092535827331441973,0
1869900605,34757157793826058526862232893,15299213402631021360315002685,1869904501,3473737896946584693,3473525673970054005,1882797117,1883323709,8092522585950077818,1886862653,1883323709,1884372285,8086551159792298813,0
1869899581,34757157812112097697590637373,861564733,1866034806,3473737896946584693,3623486969687260477,1867411261,1917926717,1884372285,1886862653,1883323709,1883323709,8092540173821568310,0
1869898557,34757157812190057470096794429,8661672461901184317,1866033770,3473737896946584693,3473525673970054005,1886662717,1916878141,1884372285,1883323709,1883323709,1883323709,8092535780071392055,0
1869895997,34757157830642998387045524285,15229374232574224795163508029,1869902451,8678483994702985277,3623486969687260477,1886680893,1866546493,8031161066794142013,1883323709,1884372285,1883323709,8092513841378446201,0
1919170621,34757157627661250785704759613,8672036703251608437,1868838772,14990006938789327562078240061,3473525673970054005,1868837949,1884174397,8092462138560769401,1886862653,1883323709,1884372285,8236633397438529853,0
1919169597,34757157793681976040684145981,3545864747296188221,1866034805,3473737896946584693,3473525673970054005,1886679869,1883323709,8236642215023169853,1886862653,1884372285,1884372285,8092522616015897396,0
1919168573,34757157812190053076311691581,15582379409818163578366147901,1869900403,3473737896946584693,3473525673970054005,1886662717,1886862653,1884372285,1883323709,1883323709,1884372285,8092540221086847866,1
1919186749,34757157812200740329335111997,3623534248720681277,1867413103,3473737896946584693,3473525673970054005,1886677821,1885814077,1884372285,1886862653,1884372285,1884372285,8086616043825817405,0
1919185725,34757157793681938652977060157,15608778489768398940662937172,1867394932,3473737896946584693,3473525673970054005,1886679869,1867595069,8236572924299008317,1883323709,1883323709,1883323709,8092531377729915691,0
1919184701,34757157793677481241429364029,3545583572904000829,1868849775,3473737896946584693,3473525673970054005,1868852029,1867595069,1884372285,1886862653,1883323709,1884372285,8092513824215743805,0
1919183677,34757157627661259577483548989,15537669316717829933706067261,1866035824,8678483994702985277,3473525673970054005,1869901629,1884174397,1884372285,1886862653,1883323709,1883323709,8092466562395234603,0
1919182653,34757157793743313361992904509,3490067822068317501,1869902450,8678483994702985277,3623486969687260477,1882796093,1885814077,8092462142873890102,1883323709,1883323709,1884372285,8092462112809113396,1
1919181629,34757157812118004278348968765,8661622146393855097,1869886313,3473737896946584693,3623486969687260477,1886664765,1916878141,1884372285,1886862653,1883323709,1884372285,8092531412125705593,0
1919179069,34757157812118000163820623165,8678266291302123637,1866036852,3473737896946584693,3473525673970054005,1868852029,1867595069,1884372285,1885814077,1883323709,1884372285,8236655391978963261,1
1917728829,34757157793743333471013001533,15610222574840807779966467389,1866037877,14990006938789327562078240061,3473525673970054005,1882809149,1885814077,8242774191352006973,1886862653,1883323709,1883323709,8092531424992782646,0
1917727805,34757157793737422161513898813,3700113047338564925,1866036851,8678483994702985277,3473525673970054005,1868854077,1866546493,1884372285,1885814077,1883323709,1883323709,8092522637471467307,1
1917726781,34757157793677435006123199805,37201525575185002425181355325,1919168362,3473737896946584693,3623486969687260477,1868853053,1869036861,8092466510855622457,1886862653,1883323709,1884372285,8092535818724723509,0
1917744957,34757157627661283766740414269,3562139718415498557,1867395958,3473737896946584693,3473525673970054005,1886677821,1884174397,1884372285,1886862653,1883323709,1884372285,8092457710467629871,0
1917743933,34757157812200744731676599101,3562125695379716157,1869901417,3473737896946584693,3623486969687260477,1882806589,1917926717,1884372285,1886862653,1883323709,1883323709,8092522611701672247,0
1917742909,34757157812196274392255320381,3562125695379716157,1869904498,8678483994702985277,3623486969687260477,1868836925,1867595069,1884372285,1886862653,1884372285,1883323709,8242839015329451325,0
1917741885,34757157812256232642513620285,64074914462977196585045283621546966333,1867396981,8678483994702985277,3623486969687260477,1886678845,1884174397,8092522628881539380,1883323709,1884372285,1883323709,8092462142857109816,0
1917740861,34757157793677481241444764989,3490344920558224493,1869900399,8678483994702985277,3623486969687260477,1868837949,1916878141,8092457740551671608,1883323709,1884372285,1883323709,8014567258799362365,0
1917739837,34757157812256199700167214397,8811980387262018421,1919170422,14990006938789327562078240061,3623486969687260477,1882806589,1917926717,8236637808403505981,1886862653,1883323709,1883323709,8092513828493549881,0
1917737277,34757157812128704708331663165,3551456863418273910,1869887346,8678483994702985277,3623486969687260477,1882796093,1917926717,1884372285,1886862653,1884372285,1884372285,8236629020883636541,0
1884172146,34757157812124187927448613693,14918400533232361732885790013,1868838767,3473737896946584693,3623486969687260477,1886679869,1916878141,1884372285,1886862653,1884372285,1884372285,8014562834969476413,0
1884172145,34757157627661288121887572285,808808253,1866034805,3473737896946584693,3473525673970054005,1868838973,1870085437,1884372285,1883323709,1883323709,1883323709,8092527014079190906,0
1884172144,34757157793754005043159712061,3700394500922883389,1866019695,3473737896946584693,3473525673970054005,1868854077,1870085437,1884372285,1886862653,1884372285,1884372285,8092527022631707957,0
1884172143,34757157830719546386520953149,3700394500922883389,1869904490,3473737896946584693,3623486969687260477,1886663741,1916878141,8242769793323717949,1883323709,1883323709,1884372285,8026601362011800893,0
1884172150,34757157793749530043687068477,15229075671949297958095240509,1867395946,8678483994702985277,3623486969687260477,1886677821,1869036861,1884372285,1886862653,1883323709,1884372285,8014489193443058493,0
1884172149,34757157627661264267604620093,14964618334225659615139624765,1866033778,8678483994702985277,3473525673970054005,1866035005,1883323709,1884372285,1883323709,1883323709,1883323709,8092522624603345707,1
1884172148,34757157812112084791212857661,15562759249917899559774141757,1866019696,8678483994702985277,3473525673970054005,1868852029,1867595069,8092457753403023668,1886862653,1883323709,1883323709,8103153759601907005,1
1884172147,34757157830702976746339656509,8678565646313083957,1867409008,14990006938789327562078240061,3623486969687260477,1886662717,1883323709,8242825821155322685,1883323709,1883323709,1883323709,8092457749120963901,0
1884172138,34757157627644648452166348605,37246052657783225031324024125,1869899381,14990006938789327562078240061,3473525673970054005,1886677821,1886862653,8236628977917190973,1883323709,1884372285,1883323709,8103223028816634685,0
1884172137,34757157812128695912254357821,8606157007434954605,1866018677,8678483994702985277,3623486969687260477,1886680893,1866546493,8092531416387119413,1883323709,1884372285,1884372285,8031104965932698941,0
1884174194,34757157793754018250185208637,8602835395707689277,1868851817,14990006938789327562078240061,3623486969687260477,1886678845,1916878141,8236577300869630269,1883323709,1883323709,1884372285,8236629029473576765,1
1884174193,34757157627661250738456252733,14944977901549842001329532989,1866032757,14990006938789327562078240061,3623486969687260477,1886664765,1885814077,8236572950067766077,1883323709,1884372285,1883323709,8014571643964837181,0
1884174192,34757157812190061872437217597,37201383849059958559751824189,1867414122,14990006938789327562078240061,3623486969687260477,1886673213,1869036861,8092457714748314411,1886862653,1883323709,1884372285,8086611637192180029,0
1884174191,34757157793665349509301357885,8600016222006757493,1867411056,3473737896946584693,3623486969687260477,1868836925,1886862653,8092457749105560442,1883323709,1884372285,1884372285,8242834660228749629,0
1884174198,34757157830702934964865288509,15299435446089519082771860797,1866033781,8678483994702985277,3623486969687260477,1886677821,1916878141,8092457757694126391,1883323709,1884372285,1883323709,8086551134018622781,0
1884174197,34757157812128724521031528253,14918400533232361732885790013,1869886321,14990006938789327562078240061,3623486969687260477,1882809149,1916878141,8092531433583763755,1886862653,1884372285,1883323709,8092457744812033847,1
1884174196,34757157812196254266055344445,862929213,1866019690,14990006938789327562078240061,3473525673970054005,1886664765,1916878141,8092540203889152822,1886862653,1883323709,1883323709,8031174265230026557,0
1884174195,34757157793681956197936611645,8606221878587452221,1866034794,14990006938789327562078240061,3473525673970054005,1886676797,1870085437,8092527022669129007,1883323709,1883323709,1884372285,8092466558100261754,0
1884174186,34757157812256237074936655677,3484221718793700460,1867394932,3473737896946584693,3473525673970054005,1868837949,1883323709,1884372285,1886862653,1883323709,1884372285,8103162598625338173,0
1884174185,34757157812190044284498299197,15299435446109430151739892541,1867395958,14990006938789327562078240061,3473525673970054005,1886663741,1917926717,8092457753436570490,1883323709,1883323709,1884372285,8092513785562091307,1
1884173170,34757157812128687133375810877,2003857213,1866031721,14990006938789327562078240061,3623486969687260477,1886679869,1867595069,8092518235128619316,1886862653,1883323709,1884372285,8092462147188116271,0
1884173169,34757157812272811078841090365,15300699748971746413782527805,1919169386,3473737896946584693,3623486969687260477,1886679869,1917926717,8092462108516633396,1886862653,1884372285,1884372285,8103214267066564925,0
1884173168,34757157830719546382242759997,15918460806117792433918000445,1866033782,8678483994702985277,3623486969687260477,1886673213,1870085437,8092462147150702900,1883323709,1884372285,1884372285,8092457749104184119,0
1884173167,34757157812256195302071813437,15299212185144822853726059837,1866035828,3473737896946584693,3473525673970054005,1886673213,1870085437,1884372285,1886862653,1883323709,1884372285,8092535810138662265,0
1884173174,34757157793743304600294220605,15299212203520635001339332432,1866032758,14990006938789327562078240061,3473525673970054005,1868849981,1884174397,8092462155743456559,1883323709,1883323709,1883323709,8092513789837463417,0
1884173173,34757157793749534441715757885,37820571152479744922210693949,1866019701,3473737896946584693,3473525673970054005,1882809149,1885814077,1884372285,1883323709,1884372285,1884372285,8092518209376966457,0
1884173172,34757157812118019654330501437,3473807153296725045,1868855920,3473737896946584693,3623486969687260477,1868836925,1916878141,8092531407811462964,1883323709,1883323709,1884372285,8092466545198589227,1
1884173171,34757157812196236721117812029,15562758051311844053271983683,1867413097,3473737896946584693,3473525673970054005,1867395133,1883323709,1884372285,1883323709,1884372285,1883323709,8242834643032816957,1
1884173162,34757157793826067048130113341,8672069435246668395,1866019701,14990006938789327562078240061,3623486969687260477,1867410237,1884372285,8092535780086794040,1883323709,1883323709,1884372285,8026661839428080957,1
1884173161,34757157830642998356979695933,15918460806117792433918000445,1919169386,3473737896946584693,3473525673970054005,1868837949,1869036861,1884372285,1886862653,1883323709,1884372285,8092522615998079354,0
1884191346,34757157830702934977750193469,3473525940310534773,1869900402,3473737896946584693,3623486969687260477,1882813245,1916878141,8092457744846638904,1883323709,1883323709,1884372285,8092527022633079609,0
1884191345,34757157793754000615015930173,861499197,1869902442,3473737896946584693,3473525673970054005,1886679869,1885814077,1884372285,1886862653,1883323709,1883323709,8092462164331941689,0
1884191344,34757157793665377800249570109,1261168323731247229249787014066332202966633624257923068989,1869898357,14990006938789327562078240061,3473525673970054005,1886680893,1916878141,8092540212513695029,1883323709,1883323709,1883323709,8092466562410629931,0
1884191343,34757157812196269998507642173,3562139722692585277,1866032755,3473737896946584693,3623486969687260477,1886675773,1916878141,8092462138577543479,1883323709,1883323709,1883323709,8103227474092059453,0
1884191350,34757157812200753519178242365,15253390934122708957804057416,1866032756,3473737896946584693,3623486969687260477,1882812221,1883323709,1884372285,1886862653,1884372285,1883323709,8092527035533387581,0
1884191349,34757157793665344776248444221,15299435446242615081839127876,1869899369,14990006938789327562078240061,3623486969687260477,1886673213,1869036861,8092462164367986554,1886862653,1883323709,1883323709,8092462164351206198,0
1884191348,34757157830719563931478093629,3551706740358992949,1867409001,14990006938789327562078240061,3473525673970054005,1867397181,1866546493,8092535831647054123,1886862653,1883323709,1883323709,8103231824910696765,0
1884191347,34757157627661255175193447741,844716349,1868852849,14990006938789327562078240061,3473525673970054005,1886679869,1866546493,8014571652535503165,1883323709,1884372285,1883323709,8092527022651305263,0
1884191338,34757157812112080101108568381,843658301,1866037875,3473737896946584693,3623486969687260477,1868838973,1886862653,8092540199612015924,1883323709,1884372285,1883323709,8236655396275310909,0
1884191337,34757157830702956925033082685,3562177402441776445,1867409014,8678483994702985277,3473525673970054005,1868849981,1886862653,8086555557801383737,1883323709,1883323709,1884372285,8031169867183505725,1
1884190322,34757157812200745006553064253,8589550241503459389,1867410025,8678483994702985277,3473525673970054005,1886678845,1883323709,8092462108516641079,1886862653,1884372285,1883323709,8242839015295237437,1
1884190321,34757157812256237358408352061,3490344894702048308,1869902452,14990006938789327562078240061,3623486969687260477,1868854077,1884174397,8092540216791880501,1883323709,1883323709,1884372285,8092518183605786420,0
1884190320,34757157793671264881859844413,8600011802601930045,1866034799,3473737896946584693,3623486969687260477,1886679869,1869036861,1884372285,1886862653,1883323709,1883323709,8092518222264356664,0
1884190319,34757157812118032857062400829,14918463086156973698721070397,1866032752,3473737896946584693,3473525673970054005,1868855101,1866546493,8092462160073020214,1883323709,1883323709,1883323709,8092513811315114874,0
1884190326,34757157793665340395432133949,14990917082549976651883035965,1869898351,8678483994702985277,3623486969687260477,1867395133,1886862653,1884372285,1883323709,1883323709,1884372285,8092531377728540468,1
1884190325,34757157812112088888611653949,8599964789893379893,1866031729,3473737896946584693,3473525673970054005,1886663741,1866546493,8026592565899186493,1883323709,1883323709,1884372285,8092462155742004020,1
1884190324,34757157627661246396246738237,15562757958193512480753401149,1868850805,8678483994702985277,3473525673970054005,1882797117,1866546493,8092466532312306488,1883323709,1883323709,1883323709,8020478216117502269,0
1884190323,34757157793681956253772240189,15228164163117839140921178434,1866037877,8678483994702985277,3473525673970054005,1882806589,1917926717,8092540178117912889,1886862653,1883323709,1884372285,8092535810138661163,0
1884190314,34757157793737411213640819517,15608816563503374760581289802,1866035826,3473737896946584693,3623486969687260477,1886676797,1866546493,8092457757727679800,1883323709,1884372285,1884372285,8086624857132257597,0
1884190313,34757157793681947444775115069,282224768786733338013306021585319688919502640445,1869904501,3473737896946584693,3623486969687260477,1868854077,1916878141,8092462147168857398,1883323709,1883323709,1884372285,8031174235149919037,0
1884189298,34757157793809468777612920125,3700048425259133492,1868838772,3473737896946584693,3623486969687260477,1886662717,1884372285,1884372285,1886862653,1884372285,1883323709,1919183466,0
1884189297,34757157812184137690870797629,3623501525330314348,1869902454,8678483994702985277,3473525673970054005,1886662717,1869036861,1884372285,1886862653,1883323709,1884372285,8242821474646967613,0
1884189296,34757157793737431017733975869,15253390933839272452420160829,1867414133,3473737896946584693,3473525673970054005,1868849981,1916878141,1884372285,1883323709,1883323709,1884372285,8092535775812479285,1
1884189295,34757157627644634918773289789,15563037887766434583429145405,1869887348,8678483994702985277,3623486969687260477,1868836925,1917926717,1884372285,1886862653,1883323709,1884372285,8092518222281131831,0
1884189302,34757157812272839700501715261,15893073381858950494072104278,1867414121,3473737896946584693,3623486969687260477,1886676797,1886862653,8092462151463815033,1883323709,1883323709,1884372285,8236633418930152253,0
1884189301,34757157793681980425828986685,3623534248718258493,1866020726,3473737896946584693,3473525673970054005,1868855101,1870085437,1884372285,1886862653,1883323709,1883323709,8092457710453348150,0
